step,phase,sent_length,source,prob,initial_state_prob_class,sentence,sentence_id,avg_response
19959,late,short,GSN,-1.6419578,low,It is 70 cm (28 in) long.,3_9_1995,96
69159,late,long,GSN,-18.593128,high,"Oblong in shape, the petals and labellum elongate 5 centimeters sepal, about 1cm in length and up to 5cm (2 in) in diameter.",26_7_1975,96
128,early,short,gibbs,-9.570274,low,Bohringer's father was a doctor.,2_5_12,95.9375
32,early,long,gibbs,-23.685925,high,"In its later years, the station operated at a full-service power of 1,000 watts both day and night ; switching to a directional broadcast pattern during the daytime hours.",8_8_0,95.9
19959,late,short,gibbs,-5.682169,low,She could hardly say anything in front of him.,3_5_1995,95.82352941176471
512,early,short,GSN,-4.4810257,low,The village has undergone many changes throughout its history.,586520_6_51,95.8
2048,early,short,GSN,-7.127737,high,"After a year, he finally returned to Romania.",1478396_5_204,95.8
8192,early,short,GSN,-2.480689,low,He also attended the same school as his brother.,932629_4_819,95.75
37923,late,medium,gibbs,-1.5010318,low,"During his La Liga career, he was a member of the 1938-39 real madrid squad.",3_6_1995,95.75
1,early,medium,GSN,-9.284487,high,He was given an envelope and told to write his name in pencil on the back of it.,19_0_0,95.71428571428571
8,early,short,GSN,-5.2386723,high,He grew up with six brothers and three sisters.,780378_7_0,95.71428571428571
0,wiki,long,wiki,-72.15765380859375,low,Axel Lennart Wenner-Gren (5 June 1881 – 24 November 1961) was a Swedish entrepreneur and one of the wealthiest men in the world during the 1930s.,49_0_0,95.66666666666667
1,early,medium,MH,-15.290838,high,"The growth rate is rapid in the first year, then slows down as the fish age.",2166262_1_0,95.66666666666667
16,early,medium,GSN,-57.098873,low,"On June 4, the volcano’s last major eruption sent an ash cloud into the city.",12_1_0,95.66666666666667
64,early,medium,MH,-13.038214,high,He was handed an envelope and asked to write his name in Latin along the edge of it.,19_2_3,95.66666666666667
512,early,long,MH,-26.14394,high,"He has also been described as a man of unquestioning compassion who has been singled out for his holy spirit, self-effacing stature, and zionism.",29_2_14,95.66666666666667
128,early,medium,gibbs,-13.527006,high,"1,422 people are employed in the secondary sector and there are 312 businesses in this sector.",7_7_6,95.625
2,early,medium,GSN,-34.11811,high,"She has earned international acclaim for her experimental, documentary, animation, and cross-community productions.",15_6_0,95.6
32,early,medium,gibbs,-9.711082,high,"After completing her primary and secondary education, she enrolled at university where she majored in geology.",7_8_1,95.6
64,early,medium,GSN,-22.44077,high,"After completing her primary and secondary education, Oz enrolled at college where she majored in biology.",17_5_3,95.6
64,early,short,MH,-21.157768,low,Three community based scientists conduct research at HSI.,0_2_6,95.6
19659,late,short,GSN,-1.6688628,low,"But when I looked again, there was nothing.",1421311_1_1965,95.6
0,early,short,gibbs,-9.537745,high,She grew up with two brothers and ten sisters.,8_4_0,95.58333333333333
2048,early,medium,GSN,-8.02091,high,The caudal fin is present in both sexes and is larger than the other dorsal fin.,18_8_107,95.57142857142857
0,wiki,short,wiki,-7.765819072723389,high,The winner is announced at the end of December.,2_0_0,95.5
8,early,medium,gibbs,-14.32192,high,A number of Scottish rivers have identical or very similar names which can be a source of confusion.,8_0_0,95.5
16,early,medium,MH,-6.860558,high,"After receiving her primary and secondary education, she enrolled in college where she majored in journalism.",17_9_0,95.5
64,early,long,MH,-49.94095,low,Empirical studies have demonstrated a connection between the government's tax policy and its punitive economic consequences as they describe the seeming transfer of legislative power from the investor to the government.,23_1_1,95.5
512,early,long,GSN,-47.52501,high,"From 1539 Andalusia, sharing the Isthmus with Kenya, was also the first Spanish state to reach the Atlantic ocean through the gradual outlet of the Mediterranean Sea.",26_2_14,95.5
512,early,short,gibbs,-22.761917,low,I looked at the poster of Julius Horsa.,3_2_51,95.5
4096,early,long,GSN,-57.679893,high,"Despite not being certified platinum, the group still has a large fan base. Ever since its inception snowday has been received in music publications and obtained positive reviews from recording executives.",1873167_0_117,95.5
8,early,long,gibbs,-16.601406,high,"In 1517, Balboa explored the isthmus of Panama, and led the first European expedition to see the Pacific ocean from the west coast of the new world.",6_4_0,95.44444444444444
64,early,medium,MH,-4.8344417,high,"After completing her primary and secondary education, she enrolled in college where she majored in communications.",17_9_3,95.4
64,early,short,GSN,-23.479074,low,As of 2011 the team has over 220 employees.,2_6_6,95.4
256,early,short,MH,-7.8410263,low,Three federal inspection agencies conducted inspections of Walmart.,0_3_25,95.4
2,early,long,GSN,-87.65388,low,"The Home Depot division supports the product design, innovation, and selling of Andersen branded windows and patio doors sold through the retailer's over 2,000 locations in North America.",22_2_0,95.33333333333333
4,early,long,GSN,-30.18574,high,"He has frequently been described as a man of unquestionable character and has been singled out for his humble spirit, self-effacing manner, and humanitarianism.",29_9_0,95.33333333333333
4,early,short,MH,-16.125364,high,The individual archery competitions all consist of six rounds.,1478396_1_0,95.33333333333333
8,early,short,GSN,-53.109352,low,Bondfaroc's wife is Joy Rose.,1367427_5_0,95.33333333333333
8,early,short,GSN,-45.18786,low,His grandpa was involved in most international Korean research.,3_4_0,95.33333333333333
9959,late,short,gibbs,-26.56792,low,But I've never seen Catherine wear that.,2_1_995,95.3125
0,wiki,short,wiki,-20.8720760345459,high,It takes about two hours to make each device.,35_0_0,95.27272727272727
32,early,medium,gibbs,-26.04856,high,She carefully handed the envelope and attempted to write his name in latin on the back of it.,9_1_1,95.25
999,early,medium,gibbs,-8.851532,low,This can help to prevent mental retardation in adults and rectify neonatal deficits.,3_6_52,95.25
16,early,long,gibbs,-18.916239,high,"In 1518, Balboa crossed the isthmus of Panama, and led the first European expedition to see the Pacific ocean from the west coast of the new world.",6_7_0,95.22222222222223
19959,late,short,gibbs,-2.9536467,low,"During the battle, Merriman was wounded.",3_2_1995,95.22222222222223
19959,late,short,GSN,-19.961147,low,But you remember just about everything Fraser told you.,932629_9_1995,95.2
2,early,short,MH,-15.382158,high,About 170 campers visit the area each week.,717691_9_0,95.14285714285714
4,early,long,GSN,-35.56859,high,"After spending the next several months in an Illinois hospital, Ellie was released into the custody of her husband, John, who she was pleased to discover was still very much alive.",41022_0_0,95.14285714285714
128,early,short,gibbs,-17.339851,high,The music video was directed by Bob Elan.,7_1_12,95.125
2,early,short,gibbs,-11.04653,high,The theme song was composed by Alan Thicke.,7_4_0,95.11111111111111
2048,early,medium,GSN,-8.363522,high,"After completing his high school education, Phipps attended Marquette university where he majored in economics.",17_0_107,95.11111111111111
8659,late,short,gibbs,-11.625506,low,The facility is free of charge for undergraduate classes.,1_4_865,95.1
1,early,medium,GSN,-25.865326,high,"She has earned international acclaim for her experimental, documentary, animation, and cross-platform productions.",15_2_0,95
2,early,short,MH,-32.627033,low,As of 2019 the website hosted over 200 biographies.,2_1_0,95
2,early,short,MH,-8.265953,high,The theme music was composed by Alan Thicke.,1359180_0_0,95
4,early,long,GSN,-22.887932,high,"At the lower border of the piriformis muscle, the nerve turns inward and divides into upward and downward diverging branches, which enter the gluteus maximus.",27_6_0,95
8,early,long,MH,-85.92935,low,"The Home Depot division supports the product marketing, innovation, and sales of Andersen branded windows and patio doors sold through the retailer's over 2,000 locations in North America.",22_8_0,95
8,early,medium,MH,-14.321934,high,A number of Scottish rivers have identical or very similar names which can be a source of confusion.,18_0_0,95
32,early,short,MH,-6.9446096,high,About 20 campers visit the camp each year.,717691_5_3,95
512,early,short,GSN,-13.627725,high,"He looked flustered, but not thoroughly embarrassed.",6_2_51,95
2048,early,medium,GSN,-16.23423,low,"There's another channel overflowing to the west, which is fed by Lake Thompson.",14_0_107,95
19859,late,short,MH,-13.970781,low,Greenlanders did not enter British North-America.,586520_6_1985,95
19959,late,short,GSN,-12.038746,high,All he heard was torrential waves of rain.,8_3_1995,95
19959,late,short,MH,-3.5918584,high,Since then law enforcement has helped us very much.,717691_8_1995,95
14959,late,short,gibbs,-22.187832,low,The flame was grey for a moment or two.,1_5_1495,94.85714285714286
2048,early,short,GSN,-26.063618,low,This situation caused Kee to gain superhuman abilities.,406112_1_204,94.83333333333333
34123,late,medium,GSN,-11.37249,high,The flag and coat of arms of Malta were approved by the parliament of Malta (1921).,16_8_1795,94.83333333333333
2,early,long,MH,-16.734215,high,"The format also changed, with the top two teams in each group going through to a semi-final stage, instead of the winners of each group going straight into the final.",25_0_0,94.8
2,early,short,MH,-16.679838,high,The individual fencing competitions all consist of three rounds.,1478396_6_0,94.8
32,early,long,GSN,-74.948425,low,"The Brainphones are fitted with an intelligent EEGA headset, which allows the user to hear an air stream with little noise, by lifting and rotating a delicate rubber cap.",1664962_9_0,94.8
69859,late,long,gibbs,-9.1592045,high,"Sehl river, or Sehl creek (about 1 mile (2 km) long), is a left tributary of the Lackawanna river (Cauliflower).",6_8_1995,94.8
2,early,short,MH,-8.712163,high,She grew up with three brothers and ten sisters.,780378_0_0,94.75
128,early,short,MH,-17.383211,low,The production of 250 units started in December 2017.,406112_8_12,94.75
256,early,medium,gibbs,-18.901838,high,"After completing her primary and secondary education, Powell enrolled in Yale where she majored in economics.",7_8_13,94.75
1,early,medium,MH,-74.87277,low,"They then launched the great Dickens Christmas fair in San Francisco, an indoor event, in 1970.",1166202_0_0,94.71428571428571
64,early,short,GSN,-11.525272,high,Gibbons grew up with three brothers and two sisters.,780378_4_6,94.71428571428571
0,wiki,medium,wiki,-25.922029495239254,high,Phillips became available after being fired as head coach of the Dallas Cowboys halfway through the 2010 season.,29_0_0,94.66666666666667
4,early,medium,MH,-49.911507,low,It's a parade full of colour accompanied with the music of steel drums by local artists.,14_1_0,94.66666666666667
32,early,long,MH,-35.09076,high,"After spending the next several weeks in an Illinois prison, Ellie was released into the custody of her father, Basil, whom she was shocked to learn was still very much alive.",41022_5_0,94.66666666666667
256,early,medium,GSN,-27.950201,low,"In January 2009, the college's graduate studies program formed an exchange program with BYU University.",12_0_13,94.66666666666667
4096,early,short,GSN,-3.2079592,low,She cried out as he thrust harder and faster.,4_0_409,94.66666666666667
8192,early,medium,GSN,-25.857388,high,Carl Arthur von Weingarten was a former mayor of Auach and an Austrian senator.,19_4_431,94.66666666666667
9959,late,short,gibbs,-18.949348,high,Derek needed an opportunity to check on his family.,5_1_995,94.66666666666667
2,early,medium,MH,-20.570366,high,This company purchased all the water-bearing lands in the valley and began producing artesian wells.,1053450_2_0,94.6
2,early,short,GSN,-7.476785,high,A total of 16 nations were invited to participate.,1371762_1_0,94.6
32,early,medium,MH,-17.071785,high,Ben was handed an envelope and allowed to write his name in pencil on the back of it.,19_8_1,94.6
